118,ACAD11,ENSG00000240303,NM_032169,4142
119,ACAD8,ENSG00000151498,NM_014384,2249
120,ACAD9,ENSG00000177646,NM_014049,2454
121,ACADL,ENSG00000115361,NM_001608,2543
122,ACADM,ENSG00000117054,NM_001286043,2619
123,ACADS,ENSG00000122971,NM_001302554,1950
124,ACADSB,ENSG00000196177,NM_001609,5859
125,ACADVL,ENSG00000072778,NM_001270448,2323
126,ACAN,ENSG00000157766,NM_013227,8840
127,ACAP1,ENSG00000072818,NM_014716,2512
128,ACAP2,ENSG00000114331,NM_012287,7160
129,ACAP3,ENSG00000131584,NM_030649,3896
130,ACAT1,ENSG00000075239,NM_000019,1761
131,ACAT2,ENSG00000120437,NM_005891,3180
132,ACBD3,ENSG00000182827,NM_022735,3573
133,ACBD4,ENSG00000181513,NM_024722,2026
134,ACBD5,ENSG00000107897,NM_145698,4173
135,ACBD6,ENSG00000230124,NM_032360,1670
136,ACBD7,ENSG00000176244,NM_001039844,1322
137,ACCS,ENSG00000110455,NM_032592,2362
138,ACCSL,ENSG00000205126,NM_001031854,1820
139,ACD,ENSG00000102977,NM_022914,2065
140,ACE,ENSG00000159640,NM_152830,4199
141,ACE2,ENSG00000130234,NM_021804,3507
142,ACER1,ENSG00000167769,NM_133492,1445
143,ACER2,ENSG00000177076,NM_001010887,2238
144,ACER3,ENSG00000078124,NM_018367,7378
145,ACHE,ENSG00000087085,NM_015831,2956
146,ACIN1,ENSG00000100813,NM_014977,4935
147,ACKR1,ENSG00000213088,NM_002036,1740
148,ACKR2,ENSG00000144648,NM_001296,2956
149,ACKR3,ENSG00000144476,NM_020311,2203
150,ACKR4,ENSG00000129048,NM_178445,1914
151,ACLY,ENSG00000131473,NM_198830,4339
152,ACMSD,ENSG00000153086,NM_138326,1321
153,ACO1,ENSG00000122729,NM_002197,7466
154,ACO2,ENSG00000100412,NM_001098,2741
155,ACOT1,ENSG00000184227,NM_001037161,1713
156,ACOT11,ENSG00000162390,NM_147161,6369
157,ACOT12,ENSG00000172497,NM_130767,2086
158,ACOT13,ENSG00000112304,NM_018473,4391
159,ACOT2,ENSG00000119673,NM_006821,1774
160,ACOT4,ENSG00000177465,NM_152331,2362
161,ACOT6,ENSG00000205669,NM_001037162,1004
162,ACOT7,ENSG00000097021,NM_181866,1813
163,ACOT8,ENSG00000101473,NM_005469,1168
164,ACOT9,ENSG00000123130,NM_001037171,3117
165,ACOX1,ENSG00000161533,NM_007292,7514
166,ACOX2,ENSG00000168306,NM_003500,2426
167,ACOX3,ENSG00000087008,NM_003501,2860
168,ACOXL,ENSG00000153093,NM_001142807,2373
169,ACP1,ENSG00000143727,NM_007099,1552
170,ACP2,ENSG00000134575,NM_001610,2203
171,ACP5,ENSG00000102575,NM_001611,1699
172,ACP6,ENSG00000162836,NM_016361,6923
173,ACPP,ENSG00000014257,NM_001292037,3125
174,ACPT,ENSG00000142513,NM_033068,1347
175,ACR,ENSG00000100312,NM_001097,1433
176,ACRBP,ENSG00000111644,NM_032489,1933
177,ACRC,ENSG00000147174,NM_052957,2791
178,ACRV1,ENSG00000134940,NM_020108,2212
179,ACSBG1,ENSG00000103740,NM_015162,6357
180,ACSBG2,ENSG00000130377,NM_030924,2739
181,ACSF2,ENSG00000167107,NM_025149,2251
182,ACSF3,ENSG00000176715,NM_174917,3751
183,ACSL1,ENSG00000151726,NM_001995,4103
184,ACSL3,ENSG00000123983,NM_203372,5679
185,ACSL4,ENSG00000068366,NM_022977,5333
186,ACSL5,ENSG00000197142,NM_203380,3380
187,ACSL6,ENSG00000164398,NM_015256,6539
188,ACSM1,ENSG00000166743,NM_052956,2051
189,ACSM2A,ENSG00000183747,NM_001308172,2837
190,ACSM2B,ENSG00000066813,NM_182617,2935
191,ACSM3,ENSG00000005187,NM_202000,2845
192,ACSM4,ENSG00000215009,NM_001080454,2142
193,ACSM5,ENSG00000183549,NM_017888,2796
194,ACSM6,ENSG00000173124,NM_207321,1712
195,ACSS1,ENSG00000154930,NM_032501,3680
196,ACSS2,ENSG00000131069,NM_018677,3065
197,ACSS3,ENSG00000111058,NM_024560,9254
198,ACTA1,ENSG00000143632,NM_001100,1491
199,ACTA2,ENSG00000107796,NM_001613,1756
200,ACTB,ENSG00000075624,NM_001101,1917
201,ACTBL2,ENSG00000169067,NM_001017992,2794
202,ACTC1,ENSG00000159251,NM_005159,4106
203,ACTG1,ENSG00000184009,NM_001614,2002
204,ACTG2,ENSG00000163017,NM_001615,1530
205,ACTL10,ENSG00000182584,NM_001024675,2028
206,ACTL6A,ENSG00000136518,NM_178042,1901
207,ACTL6B,ENSG00000077080,NM_016188,1537
208,ACTL7A,ENSG00000187003,NM_006687,1494
209,ACTL7B,ENSG00000148156,NM_006686,2379
210,ACTL8,ENSG00000117148,NM_030812,1861
211,ACTL9,ENSG00000181786,NM_178525,1426
212,ACTN1,ENSG00000072110,NM_001130005,3779
213,ACTN2,ENSG00000077522,NM_001278344,5103
214,ACTN3,ENSG00000248746,NM_001258371,3084
215,ACTN4,ENSG00000130402,NM_004924,4963
216,ACTR10,ENSG00000131966,NM_018477,2419
217,ACTR1A,ENSG00000138107,NM_005736,2829
218,ACTR1B,ENSG00000115073,NM_005735,2243
219,ACTR2,ENSG00000138071,NM_005722,3861
220,ACTR3,ENSG00000115091,NM_005721,6718
221,ACTR3B,ENSG00000133627,NM_020445,2216
222,ACTR3C,ENSG00000106526,NM_001164459,1218
223,ACTR5,ENSG00000101442,NM_024855,2565
224,ACTR6,ENSG00000075089,NM_022496,2464
225,ACTR8,ENSG00000113812,NM_022899,3629
226,ACTRT1,ENSG00000123165,NM_138289,1437
227,ACTRT2,ENSG00000169717,NM_080431,1421
228,ACTRT3,ENSG00000184378,NM_032487,2005
229,ACVR1,ENSG00000115170,NM_001111067,3047
230,ACVR1B,ENSG00000135503,NM_020328,4563
231,ACVR1C,ENSG00000123612,NM_145259,8994
232,ACVR2A,ENSG00000121989,NM_001616,5728
233,ACVR2B,ENSG00000114739,NM_001106,11821
234,ACVRL1,ENSG00000139567,NM_001077401,1971
235,ACY1,ENSG00000243989,NM_001198898,1444
236,ACY3,ENSG00000132744,NM_080658,1300
237,ACYP1,ENSG00000119640,NM_001302617,789
238,ACYP2,ENSG00000170634,NM_138448,993
239,ADA,ENSG00000196839,NM_000022,1539
240,ADAD1,ENSG00000164113,NM_139243,1961
241,ADAD2,ENSG00000140955,NM_139174,2283
242,ADAL,ENSG00000168803,NM_001159280,3514
243,ADAM10,ENSG00000137845,NM_001110,11431
244,ADAM11,ENSG00000073670,NM_002390,4571
245,ADAM12,ENSG00000148848,NM_021641,7938
246,ADAM15,ENSG00000143537,NM_207197,2949
247,ADAM17,ENSG00000151694,NM_003183,4349
248,ADAM18,ENSG00000278548,NM_014237,2388
249,ADAM19,ENSG00000135074,NM_033274,6481
250,ADAM2,ENSG00000276286,NM_001464,2672
251,ADAM20,ENSG00000134007,NM_003814,2795
252,ADAM21,ENSG00000139985,NM_003813,2658
253,ADAM22,ENSG00000008277,NM_021723,9334
254,ADAM23,ENSG00000114948,NM_003812,6330
255,ADAM28,ENSG00000042980,NM_021777,7052
256,ADAM29,ENSG00000168594,NM_014269,3386
257,ADAM30,ENSG00000134249,NM_021794,2963
258,ADAM32,ENSG00000275594,NM_145004,2601
259,ADAM33,ENSG00000149451,NM_153202,3677
260,ADAM7,ENSG00000069206,NM_003817,3367
261,ADAM8,ENSG00000151651,NM_001164490,3279
262,ADAM9,ENSG00000282230,NM_003816,3839
263,ADAMDEC1,ENSG00000134028,NM_014479,2348
264,ADAMTS1,ENSG00000154734,NM_006988,5191
265,ADAMTS10,ENSG00000142303,NM_030957,3749
266,ADAMTS12,ENSG00000151388,NM_030955,8774
267,ADAMTS13,ENSG00000160323,NM_139027,4934
268,ADAMTS14,ENSG00000138316,NM_139155,5269
269,ADAMTS15,ENSG00000166106,NM_139055,5673
270,ADAMTS16,ENSG00000145536,NM_139056,4979
271,ADAMTS17,ENSG00000140470,NM_139057,6207
272,ADAMTS18,ENSG00000140873,NM_199355,5913
273,ADAMTS19,ENSG00000145808,NM_133638,5234
274,ADAMTS2,ENSG00000087116,NM_021599,6754
275,ADAMTS20,ENSG00000173157,NM_025003,6076
276,ADAMTS3,ENSG00000156140,NM_014243,5822
277,ADAMTS4,ENSG00000158859,NM_005099,9773
278,ADAMTS5,ENSG00000154736,NM_007038,9056
279,ADAMTS6,ENSG00000049192,NM_197941,7311
280,ADAMTS7,ENSG00000136378,NM_014272,5490
281,ADAMTS8,ENSG00000134917,NM_007037,4010
282,ADAMTS9,ENSG00000163638,NM_182920,7624
283,ADAMTSL1,ENSG00000178031,NM_052866,8030
284,ADAMTSL2,ENSG00000197859,NM_014694,4068
285,ADAMTSL3,ENSG00000156218,NM_207517,7336
286,ADAMTSL4,ENSG00000143382,NM_025008,4319
287,ADAMTSL5,ENSG00000185761,NM_213604,2857
288,ADAP1,ENSG00000105963,NM_006869,2363
289,ADAP2,ENSG00000184060,NM_018404,2934
290,ADAR,ENSG00000160710,NM_015841,6625
291,ADARB1,ENSG00000197381,NM_015834,6882
292,ADARB2,ENSG00000185736,NM_018702,8421
293,ADAT1,ENSG00000065457,NM_012091,1869
294,ADAT2,ENSG00000189007,NM_182503,6651
295,ADAT3,ENSG00000213638,NM_138422,1620
296,ADCK1,ENSG00000063761,NM_020421,2234
297,ADCK2,ENSG00000133597,NM_052853,2377
298,ADCK3,ENSG00000163050,NM_020247,2872
299,ADCK4,ENSG00000123815,NM_024876,2443
300,ADCK5,ENSG00000173137,NM_174922,1949
301,ADCY1,ENSG00000164742,NM_021116,12503
302,ADCY10,ENSG00000143199,NM_018417,5055
303,ADCY2,ENSG00000078295,NM_020546,6575
304,ADCY3,ENSG00000138031,NM_004036,5050
305,ADCY4,ENSG00000129467,NM_139247,3415
306,ADCY5,ENSG00000173175,NM_183357,7311
307,ADCY6,ENSG00000174233,NM_020983,6464
308,ADCY7,ENSG00000121281,NM_001286057,6138
309,ADCY8,ENSG00000155897,NM_001115,5938
310,ADCY9,ENSG00000162104,NM_001116,7725
311,ADCYAP1,ENSG00000141433,NM_001117,3346
312,ADCYAP1R1,ENSG00000078549,NM_001199637,6575
313,ADD1,ENSG00000087274,NM_176801,4743
314,ADD2,ENSG00000075340,NM_017488,9267
315,ADD3,ENSG00000148700,NM_019903,4337
316,ADGB,ENSG00000118492,NM_024694,5325
317,ADGRA1,ENSG00000197177,NM_001291085,4283
318,ADGRA2,ENSG00000020181,NM_032777,5651
319,ADGRA3,ENSG00000152990,NM_145290,4566
320,ADGRB1,ENSG00000181790,NM_001702,5527
321,ADGRB2,ENSG00000121753,NM_001294336,5400
322,ADGRB3,ENSG00000135298,NM_001704,6010
323,ADGRD1,ENSG00000111452,NM_198827,5168
324,ADGRE1,ENSG00000174837,NM_001974,3128
325,ADGRE2,ENSG00000127507,NM_013447,6767
326,ADGRE3,ENSG00000131355,NM_032571,2267
327,ADGRE5,ENSG00000123146,NM_078481,3188
328,ADGRF1,ENSG00000153292,NM_153840,5468
329,ADGRF2,ENSG00000164393,NM_153839,4895
330,ADGRF3,ENSG00000173567,NM_153835,3896
331,ADGRF4,ENSG00000153294,NM_153838,3162
332,ADGRF5,ENSG00000069122,NM_015234,5810
333,ADGRG1,ENSG00000205336,NM_201525,4254
334,ADGRG2,ENSG00000173698,NM_005756,4803
335,ADGRG3,ENSG00000182885,NM_170776,2728
336,ADGRG4,ENSG00000156920,NM_153834,9931
337,ADGRG5,ENSG00000159618,NM_153837,3767
338,ADGRG6,ENSG00000112414,NM_198569,7026
339,ADGRG7,ENSG00000144820,NM_032787,3140
340,ADGRL1,ENSG00000072071,NM_014921,7853
341,ADGRL2,ENSG00000117114,NM_012302,5585
342,ADGRL3,ENSG00000150471,NM_015236,6297
343,ADGRL4,ENSG00000162618,NM_022159,3527
344,ADGRV1,ENSG00000164199,NM_032119,19338
345,ADH1A,ENSG00000187758,NM_000667,1499
346,ADH1B,ENSG00000196616,NM_001286650,4072
347,ADH1C,ENSG00000248144,NM_000669,1740
348,ADH4,ENSG00000198099,NM_001306172,2151
349,ADH5,ENSG00000197894,NM_000671,2615
350,ADH6,ENSG00000172955,NM_001102470,2802
351,ADH7,ENSG00000196344,NM_001166504,2289
352,ADHFE1,ENSG00000147576,NM_144650,1990
353,ADI1,ENSG00000280830,NM_018269,3870
354,ADIG,ENSG00000182035,NM_001018082,770
355,ADIPOQ,ENSG00000181092,NM_004797,4599
356,ADIPOR1,ENSG00000159346,NM_015999,2177
357,ADIPOR2,ENSG00000006831,NM_024551,4018
358,ADIRF,ENSG00000148671,NM_006829,917
359,ADK,ENSG00000156110,NM_006721,2222
360,ADM,ENSG00000148926,NM_001124,1885
361,ADM2,ENSG00000128165,NM_024866,4276
362,ADM5,ENSG00000224420,NM_001101340,1718
363,ADNP,ENSG00000101126,NM_181442,6261
364,ADNP2,ENSG00000101544,NM_014913,5393
365,ADO,ENSG00000181915,NM_032804,3627
366,ADORA1,ENSG00000163485,NM_001048230,3407
367,ADORA2A,ENSG00000128271,NM_001278500,2736
368,ADORA2B,ENSG00000170425,NM_000676,1735
369,ADORA3,ENSG00000282608,NM_001302678,1884
370,ADPGK,ENSG00000159322,NM_031284,2557
371,ADPRH,ENSG00000144843,NM_001291949,4546
372,ADPRHL1,ENSG00000153531,NM_199162,1877
373,ADPRHL2,ENSG00000116863,NM_017825,1668
374,ADPRM,ENSG00000170222,NM_020233,1209
375,ADRA1A,ENSG00000120907,NM_033304,2304
376,ADRA1B,ENSG00000170214,NM_000679,1738
377,ADRA1D,ENSG00000171873,NM_000678,2728
378,ADRA2A,ENSG00000150594,NM_000681,3745
379,ADRA2B,ENSG00000274286,NM_000682,3371
380,ADRA2C,ENSG00000184160,NM_000683,2129
381,ADRB1,ENSG00000043591,NM_000684,2853
382,ADRB2,ENSG00000169252,NM_000024,3443
383,ADRB3,ENSG00000188778,NM_000025,2642
384,ADRBK1,ENSG00000173020,NM_001619,3466
385,ADRBK2,ENSG00000100077,NM_005160,9103
386,ADRM1,ENSG00000130706,NM_175573,1478
387,ADSL,ENSG00000239900,NM_001123378,4359
388,ADSS,ENSG00000035687,NM_001126,2780
389,ADSSL1,ENSG00000185100,NM_199165,1969
390,ADTRP,ENSG00000111863,NM_032744,2058
391,AEBP1,ENSG00000106624,NM_001129,4081
392,AEBP2,ENSG00000139154,NM_153207,5099
393,AEN,ENSG00000181026,NM_022767,3117
394,AES,ENSG00000104964,NM_198970,1884
395,AFAP1,ENSG00000196526,NM_198595,7768
396,AFAP1L1,ENSG00000157510,NM_152406,4177
397,AFAP1L2,ENSG00000169129,NM_032550,3964
398,AFF1,ENSG00000172493,NM_005935,9390
399,AFF2,ENSG00000155966,NM_002025,13746
400,AFF3,ENSG00000144218,NM_002285,8135
401,AFF4,ENSG00000072364,NM_014423,9552
402,AFG3L2,ENSG00000141385,NM_006796,3247
403,AFM,ENSG00000079557,NM_001133,2059
404,AFMID,ENSG00000183077,NM_001145526,1730
405,AFP,ENSG00000081051,NM_001134,2484
406,AFTPH,ENSG00000119844,NM_203437,4113
407,AGA,ENSG00000038002,NM_001171988,2107
408,AGAP1,ENSG00000157985,NM_014914,10832
409,AGAP2,ENSG00000135439,NM_014770,5388
410,AGAP3,ENSG00000133612,NM_031946,3225
411,AGAP4,ENSG00000188234,NM_133446,2439
412,AGAP5,ENSG00000172650,NM_001144000,2394
413,AGAP6,ENSG00000204149,NM_001291379,2690
414,AGAP9,ENSG00000204172,NM_001190810,2387
415,AGBL1,ENSG00000166748,NM_152336,3508
416,AGBL2,ENSG00000165923,NM_024783,3577
417,AGBL3,ENSG00000146856,NM_178563,3533
418,AGBL4,ENSG00000186094,NM_032785,2947
419,AGBL5,ENSG00000084693,NM_021831,3177
420,AGER,ENSG00000237405,NM_172197,1538
421,AGFG1,ENSG00000173744,NM_004504,8668
422,AGFG2,ENSG00000106351,NM_006076,4796
423,AGGF1,ENSG00000164252,NM_018046,4509
424,AGK,ENSG00000262327,NM_018238,3849
425,AGL,ENSG00000162688,NM_000646,7446
426,AGMAT,ENSG00000116771,NM_024758,2500
427,AGMO,ENSG00000187546,NM_001004320,2475
428,AGO1,ENSG00000092847,NM_012199,12790
429,AGO2,ENSG00000123908,NM_012154,14581
430,AGO3,ENSG00000126070,NM_177422,19687
431,AGO4,ENSG00000134698,NM_017629,7116
432,AGPAT1,ENSG00000236873,NM_032741,2234
433,AGPAT2,ENSG00000169692,NM_006412,1512
434,AGPAT3,ENSG00000160216,NM_020132,5767
435,AGPAT4,ENSG00000026652,NM_020133,7865
436,AGPAT5,ENSG00000155189,NM_018361,3685
437,AGPAT6,ENSG00000158669,NM_178819,6298
438,AGPAT9,ENSG00000138678,NM_032717,2633
439,AGPS,ENSG00000018510,NM_003659,7764
440,AGR2,ENSG00000106541,NM_006408,1778
441,AGR3,ENSG00000173467,NM_176813,749
442,AGRN,ENSG00000188157,NM_198576,7394
443,AGRP,ENSG00000159723,NM_001138,764
444,AGT,ENSG00000135744,NM_000029,2291
445,AGTPBP1,ENSG00000135049,NM_015239,4473
446,AGTR1,ENSG00000144891,NM_032049,2359
447,AGTR2,ENSG00000180772,NM_000686,2882
448,AGTRAP,ENSG00000177674,NM_020350,1107
449,AGXT,ENSG00000172482,NM_000030,1865
450,AGXT2,ENSG00000113492,NM_031900,2364
451,AHCTF1,ENSG00000153207,NM_015446,8633
452,AHCY,ENSG00000101444,NM_001161766,2366
453,AHCYL1,ENSG00000168710,NM_006621,4313
454,AHCYL2,ENSG00000158467,NM_015328,5056
455,AHDC1,ENSG00000126705,NM_001029882,6438
456,AHI1,ENSG00000135541,NM_017651,5921
457,AHNAK,ENSG00000124942,NM_024060,18787
458,AHNAK2,ENSG00000185567,NM_138420,18254
459,AHR,ENSG00000106546,NM_001621,6276
460,AHRR,ENSG00000063438,NM_020731,5661
461,AHSA1,ENSG00000100591,NM_012111,1402
462,AHSA2,ENSG00000173209,NM_152392,2437
463,AHSG,ENSG00000145192,NM_001622,1711
464,AHSP,ENSG00000169877,NM_016633,524
465,AICDA,ENSG00000111732,NM_020661,2819
466,AIDA,ENSG00000186063,NM_022831,3008
467,AIF1,ENSG00000237727,NM_032955,711
468,AIF1L,ENSG00000126878,NM_031426,3515
469,AIFM1,ENSG00000156709,NM_145813,2468
470,AIFM2,ENSG00000042286,NM_032797,3247
471,AIFM3,ENSG00000183773,NM_144704,2387
472,AIG1,ENSG00000146416,NM_016108,3636
473,AIM1,ENSG00000112297,NM_001624,7553
474,AIM1L,ENSG00000176092,NM_001039775,5245
475,AIM2,ENSG00000163568,NM_004833,1529
476,AIMP1,ENSG00000164022,NM_004757,2586
477,AIMP2,ENSG00000106305,NM_006303,1225
478,AIP,ENSG00000110711,NM_003977,1221
479,AIPL1,ENSG00000129221,NM_014336,2959
480,AIRE,ENSG00000160224,NM_000383,2257
481,AJAP1,ENSG00000196581,NM_018836,11666
482,AJUBA,ENSG00000129474,NM_198086,4262
483,AK1,ENSG00000106992,NM_000476,2266
484,AK2,ENSG00000004455,NM_013411,3586
485,AK3,ENSG00000147853,NM_016282,4029
486,AK4,ENSG00000162433,NM_203464,6998
487,AK5,ENSG00000154027,NM_174858,3929
488,AK6,ENSG00000276463,NM_016283,1648
489,AK7,ENSG00000140057,NM_152327,3300
490,AK8,ENSG00000165695,NM_152572,2072
491,AK9,ENSG00000155085,NM_145025,6326
492,AKAP1,ENSG00000121057,NM_003488,4285
493,AKAP10,ENSG00000108599,NM_007202,4072
494,AKAP11,ENSG00000023516,NM_016248,9920
495,AKAP12,ENSG00000131016,NM_144497,8432
496,AKAP13,ENSG00000170776,NM_007200,13215
497,AKAP14,ENSG00000186471,NM_178813,977
498,AKAP17A,ENSG00000197976,NM_005088,3204
499,AKAP2,ENSG00000241978,NM_001198656,6866
500,AKAP3,ENSG00000111254,NM_006422,3339
501,AKAP4,ENSG00000147081,NM_139289,2881
502,AKAP5,ENSG00000179841,NM_004857,6487
503,AKAP6,ENSG00000151320,NM_004274,15006
504,AKAP7,ENSG00000118507,NM_138633,2954
505,AKAP8,ENSG00000105127,NM_005858,3670
506,AKAP8L,ENSG00000011243,NM_014371,2146
507,AKAP9,ENSG00000127914,NM_147185,12471
508,AKIP1,ENSG00000166452,NM_020642,1327
509,AKIRIN1,ENSG00000174574,NM_024595,2741
510,AKIRIN2,ENSG00000135334,NM_018064,1662
511,AKNA,ENSG00000106948,NM_030767,7380
512,AKNAD1,ENSG00000162641,NM_152763,3053
513,AKR1A1,ENSG00000117448,NM_153326,1818
514,AKR1B1,ENSG00000085662,NM_001628,1409
515,AKR1B10,ENSG00000198074,NM_020299,1590
516,AKR1B15,ENSG00000227471,NM_001080538,1621
517,AKR1C1,ENSG00000187134,NM_001353,6705
518,AKR1C2,ENSG00000151632,NM_205845,3756
519,AKR1C3,ENSG00000196139,NM_003739,1807
520,AKR1C4,ENSG00000198610,NM_001818,1192
521,AKR1D1,ENSG00000122787,NM_005989,2347
522,AKR1E2,ENSG00000165568,NM_001271025,1566
523,AKR7A2,ENSG00000053371,NM_003689,1362
524,AKR7A3,ENSG00000162482,NM_012067,1710
525,AKT1,ENSG00000142208,NM_005163,3066
526,AKT1S1,ENSG00000204673,NM_032375,3075
527,AKT2,ENSG00000105221,NM_001626,5300
528,AKT3,ENSG00000275199,NM_181690,7081
529,AKTIP,ENSG00000166971,NM_022476,2426
530,ALAD,ENSG00000148218,NM_000031,3173
531,ALAS1,ENSG00000023330,NM_199166,2430
532,ALAS2,ENSG00000158578,NM_001037968,2027
533,ALB,ENSG00000163631,NM_000477,2263
534,ALCAM,ENSG00000170017,NM_001627,4701
535,ALDH16A1,ENSG00000161618,NM_153329,3153
